date,source_file,source_line,ioc_type,ioc_value,normalized_type,normalized_value,host,category,actor,actor_attribute,malware,malware_type,reference,description,confidence
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,24,domain,mcagov.cc,domain,mcagov.cc,mcagov.cc,c2,Silver Fox,unknown,ABCDoor,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. ABCDoor loader C2 domain in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,25,domain,roldco.com,domain,roldco.com,roldco.com,c2,Silver Fox,unknown,ABCDoor,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. ABCDoor loader C2 domain in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,65,domain,sejonghaeun.com,domain,sejonghaeun.com,sejonghaeun.com,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. Compromised South Korean site hosting clean mono library.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,57,domain,sqgame.com.cn,domain,sqgame.com.cn,sqgame.com.cn,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. Compromised gaming platform distributing trojanized Android games with BirdCall backdoor.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,58,domain,sqgame.net,domain,sqgame.net,sqgame.net,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. Compromised gaming platform site with trojanized game download page used in ScarCruft attack.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,64,domain,swr.co.kr,domain,swr.co.kr,swr.co.kr,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. Compromised South Korean site hosting shellcode.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,26,domain,vnc.kcii2.com,domain,vnc.kcii2.com,vnc.kcii2.com,c2,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. C2 domain for malicious remote control utility in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,61,domain,www.inodea.com,domain,www.inodea.com,www.inodea.com,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. Compromised site hosting Android BirdCall configuration.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,62,domain,www.lawwell.co.kr,domain,www.lawwell.co.kr,www.lawwell.co.kr,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. Compromised South Korean site hosting shellcode and related payloads.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,59,domain,xiazai.sqgame.com.cn,domain,xiazai.sqgame.com.cn,xiazai.sqgame.com.cn,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. Subdomain hosting malicious Windows update packages with trojanized mono.dll leading to RokRAT.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,3,ip,108.187.37.85,ip,108.187.37.85,,c2,Silver Fox,unknown,ValleyRAT,RAT,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. ValleyRAT C2 IP address reported in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,6,ip,108.187.41.221,ip,108.187.41.221,,c2,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. Related IP address listed in IOC section of the Silver Fox tax campaign report.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,4,ip,108.187.42.63,ip,108.187.42.63,,c2,Silver Fox,unknown,ValleyRAT,RAT,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. ValleyRAT C2 IP address reported in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,52,ip,114.108.128.157,ip,114.108.128.157,,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. IP of compromised South Korean site hosting Android BirdCall configuration.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,9,ip,139.180.128.251,ip,139.180.128.251,,c2,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. Related IP address listed in IOC section of the Silver Fox tax campaign report.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,7,ip,154.82.81.192,ip,154.82.81.192,,c2,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. Related IP address listed in IOC section of the Silver Fox tax campaign report.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,8,ip,154.82.81.205,ip,154.82.81.205,,c2,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. ABCDoor archive distribution server IP in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,12,ip,192.163.167.14,ip,192.163.167.14,,c2,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. Related IP address listed in IOC section of the Silver Fox tax campaign report.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,10,ip,192.229.115.229,ip,192.229.115.229,,c2,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. Related IP address listed in IOC section of the Silver Fox tax campaign report.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,14,ip,192.238.205.47,ip,192.238.205.47,,c2,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. Related IP address listed in IOC section of the Silver Fox tax campaign report.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,11,ip,207.56.119.216,ip,207.56.119.216,,c2,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. Related IP address listed in IOC section of the Silver Fox tax campaign report.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,5,ip,207.56.138.28,ip,207.56.138.28,,c2,Silver Fox,unknown,ValleyRAT,RAT,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. ValleyRAT C2 IP address reported in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,51,ip,211.239.117.117,ip,211.239.117.117,,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. IP of compromised South Korean site hosting Android BirdCall configuration.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,53,ip,221.143.43.214,ip,221.143.43.214,,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. IP of compromised South Korean site hosting shellcode and clean mono library.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,54,ip,222.231.2.20,ip,222.231.2.20,,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. IP of compromised South Korean site hosting shellcode.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,55,ip,222.231.2.23,ip,222.231.2.23,,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. IP of compromised South Korean site hosting clean mono library.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,56,ip,222.231.2.41,ip,222.231.2.41,,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. IP of compromised South Korean site hosting shellcode.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,50,ip,39.106.249.68,ip,39.106.249.68,,c2,APT37,north-korea,BirdCall,backdoor,https://www.welivesecurity.com/en/eset-research/rigged-game-scarcruft-compromises-gaming-platform-supply-chain-attack/,AI generated. IP of compromised sqgame site hosting trojanized games and malicious Windows updates.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,2,ip,45.118.133.203,ip,45.118.133.203,,c2,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. ABCDoor C2 IP address reported in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,13,ip,45.192.219.60,ip,45.192.219.60,,c2,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. Related IP address listed in IOC section of the Silver Fox tax campaign report.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,15,ip,45.32.108.178,ip,45.32.108.178,,c2,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. Related IP address listed in IOC section of the Silver Fox tax campaign report.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,16,ip,57.133.212.106,ip,57.133.212.106,,c2,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. Related IP address listed in IOC section of the Silver Fox tax campaign report.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,59,file_hash_md5,039E93B98EF5E329F8666A424237AE73,md5,039e93b98ef5e329f8666a424237ae73,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,51,file_hash_md5,043E457726F1BBB6046CB0C9869DBD7D,md5,043e457726f1bbb6046cb0c9869dbd7d,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of SFX archive containing RustSL loader in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,83,file_hash_md5,06130DC648621E93ACB9EFB9FABB9651,md5,06130dc648621e93acb9efb9fabb9651,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,47,file_hash_md5,0B9B420E3EDD2ADE5EDC44F60CA745A2,md5,0b9b420e3edd2ade5edc44f60ca745a2,,related-file,Silver Fox,unknown,ABCDoor,unknown,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of phishing PDF used to initiate infection in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,102,file_hash_md5,0bd494830049d72f015da64a407e9813,md5,0bd494830049d72f015da64a407e9813,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,58,file_hash_md5,0C3B60FFC4EA9CCCE744BFA03B1A3556,md5,0c3b60ffc4ea9ccce744bfa03b1a3556,,malware,Silver Fox,unknown,ABCDoor,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of obfuscated script in the Silver Fox tax campaign infection chain.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,65,file_hash_md5,1020497BEF56F4181AEFB7A0A9873FB4,md5,1020497bef56f4181aefb7a0a9873fb4,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,45,file_hash_md5,1AA72CD19E37570E14D898DFF3F2E380,md5,1aa72cd19e37570e14d898dff3f2e380,,related-file,Silver Fox,unknown,ABCDoor,unknown,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of phishing PDF used to initiate infection in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,104,file_hash_md5,1f3c8879349d5fcf973abbcee82fd069,md5,1f3c8879349d5fcf973abbcee82fd069,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,82,file_hash_md5,202A5BCB87C34993318CFA3FA0C7ECB0,md5,202a5bcb87c34993318cfa3fa0c7ecb0,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,107,file_hash_md5,23a1eacad84be4f2c5830755b1948582,md5,23a1eacad84be4f2c5830755b1948582,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,87,file_hash_md5,27A3C439308F5C4956D77E23E1AAD1A9,md5,27a3c439308f5c4956d77e23e1aad1a9,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,50,file_hash_md5,2B92E125184469A0C3740ABCAA10350C,md5,2b92e125184469a0c3740abcaa10350c,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of SFX archive containing RustSL loader in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,76,file_hash_md5,2C5A1DD4CB53287FE0ED14E0B7B7B1B7,md5,2c5a1dd4cb53287fe0ed14e0b7b7b1b7,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,115,file_hash_md5,2d397a2ca2d3bfc9c7a509d04376547b,md5,2d397a2ca2d3bfc9c7a509d04376547b,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,64,file_hash_md5,3279307508F3E5FB3A2420DEC645F583,md5,3279307508f3e5fb3a2420dec645f583,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,112,file_hash_md5,3d3d2dc34f01bcf890f185a5421836c7,md5,3d3d2dc34f01bcf890f185a5421836c7,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,62,file_hash_md5,44299A368000AE1EE9E9E584377B8757,md5,44299a368000ae1ee9e9e584377b8757,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260506.csv,105,file_hash_md5,4b1cdff75d17f3f220153e8f42ab58c0,md5,4b1cdff75d17f3f220153e8f42ab58c0,,malware,APT37,north-korea,BirdCall,backdoor,https://raw.githubusercontent.com/eset/malware-ioc/master/scarcruft/samples.md5,AI generated. MD5 of ScarCruft/BirdCall malware sample from ESET malware-ioc repository.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,68,file_hash_md5,4FC5EC1DE89CE3FCDD3E70DB4A9C39D1,md5,4fc5ec1de89ce3fcdd3e70db4a9c39d1,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,61,file_hash_md5,5390E8BF7131CAAAA98A5DD63E27B2BC,md5,5390e8bf7131caaaa98a5dd63e27b2bc,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,86,file_hash_md5,5ED84B2099E220D645934E1FD552AE3A,md5,5ed84b2099e220d645934e1fd552ae3a,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,52,file_hash_md5,6495C409B59DEB72CFCB2B2DA983B3BB,md5,6495c409b59deb72cfcb2b2da983b3bb,,malware,Silver Fox,unknown,ABCDoor,backdoor,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of ZIP archive with ABCDoor components in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,48,file_hash_md5,6611E902945E97A1B27F322A50566D48,md5,6611e902945e97a1b27f322a50566d48,,related-file,Silver Fox,unknown,ABCDoor,unknown,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of phishing PDF used to initiate infection in the Silver Fox tax campaign.,medium
2026-05-05,/home/runner/work/tech-memo/tech-memo/daily-news/iocs/2026_04-06/20260505.csv,80,file_hash_md5,70016DDBCB8543BDB06E0F8C509EE980,md5,70016ddbcb8543bdb06e0f8c509ee980,,malware,Silver Fox,unknown,RustSL,loader,https://securelist.com/silver-fox-tax-notification-campaign/119575/,AI generated. MD5 hash of RustSL loader sample in the Silver Fox tax campaign.,medium
